Word,V.Mean.Sum,V.SD.Sum,A.Mean.Sum,A.SD.Sum,D.Mean.Sum,D.SD.Sum
médico,5.22,2.05,4.05,2.8,4.22,1.52
médico,5.24,1.64,3.96,2.36,5.23,2.14
medidor,5.53,1.5,3.25,2.45,5.25,1.92
medieval,5.6,1.7,4.4,2.23,5.29,2.47
medio,4.65,0.75,3.55,1.57,4.96,1.73
medio,4.85,1.35,3,2.06,5.22,1.48
medio,5.21,1.41,2.8,2.04,5.33,2
medio,5.22,1.48,2.85,2.06,5.11,1.49
medio,5.25,1.89,2.62,1.6,5.08,1.73
medio dolar,6.25,1.86,4.09,2.14,5.89,1.76
medio litro,5.53,1.98,3.52,2.27,5.18,2.02
medio tiempo,5.21,1.08,3.67,2.35,4.9,2.05
mediocre,4.43,1.6,3,2.36,4.16,2.19
mediocridad,3.71,2.69,3.55,1.99,3.67,1.98
mediodía,5.37,1.3,3.63,2.14,4.9,2.27
mediodía,5.38,2.09,2.87,1.96,6.22,2.05
medir,5.14,1.56,4.36,1.93,5.41,2.38
meditación,7.21,1.78,2.5,1.99,7.35,2.11
meditar,6.47,2.25,2.85,1.81,7.15,2.06
médula,4.29,2.02,3.65,2.06,4.12,1.74
Medusa,4.9,2.36,3.73,2.19,4,2.63
Mega,5.6,1.76,5.11,2.83,6.21,2.26
megáfono,4.3,1.17,3.8,2.33,4.68,2.43
mejilla,5.9,2.43,3.47,2.8,5.38,2.27
Mejor vendido,6.82,2.08,5.89,2,6.14,2.2
mejora,6.29,2.33,4.39,2.44,6.22,2.07
mejora,6.53,1.61,4.95,2.73,6.6,1.39
mejorar,6.62,1.88,4.04,2.24,6.58,1.74
mejorar,6.14,1.76,4.61,2.38,6.04,2.46
melancolía,3.74,1.69,4.13,2.56,3.96,2.16
melancólico,3.15,1.63,3.32,2.12,3.15,1.63
melancólico,3.27,1.64,3.26,1.69,4.76,2.23
melaza,5.9,1.65,3.09,2.11,5.71,2.15
melena,5.32,1.53,4.17,2.35,5.58,1.98
melindroso,5.29,1.82,3.4,2.14,5.53,2.46
melocotón,6.83,2.01,4.7,2.49,5.74,1.91
melodía,6.65,1.64,4.86,2.67,6.25,2.02
melodía,7,1.7,3.73,2.29,5.76,1.85
melodrama,4.25,1.68,4.83,2.6,4.58,2.59
melodramático,4.21,1.93,5.79,2.6,4.57,2.32
melón,6.32,1.62,3.68,2.25,5.79,1.93
meloso,6.68,1.81,2.81,2.4,7,2.16
membrana,4.95,1.24,3.23,2.22,4.33,1.94
membrete,4.68,1.34,3.27,2,6.32,2
membrillo,5.16,1.57,3.6,2.46,5.04,1.52
memorabilia,6.55,1.47,3.77,2,6.05,2.28
memorable,6.54,1.18,4.83,2.94,6.32,2.45
memorando,4.5,1.3,3.96,2.29,6.08,2.06
memorándum,4.7,1.59,2.39,1.61,5.86,2.21
memoria,6.58,2.14,4.08,2.25,5.75,2.34
memorial,5.72,2.27,3.25,2.2,5.24,1.85
memorizar,5.7,1.45,3.9,2.14,5.65,2.48
mencionar,5.39,1.5,2.65,1.6,5.33,1.68
mendigar,3.72,1.96,4.65,2.48,3.17,2.46
mendigo,2.92,1.6,4.29,2.18,4.16,1.21
menearse,5.57,1.75,5.04,1.69,5.38,2.2
meneo,5.84,1.68,4.67,2.31,5.5,2.56
meneo,5.43,1.57,3.75,2.49,5,2.18
meningitis,2.55,1.43,5.41,2.38,3.43,2.36
menopausia,1.89,1.02,3.55,2.24,4.32,2.81
menor,4.81,1.6,3.26,1.98,4.79,1.93
menor edad,4.1,2.17,3.76,2.02,4.28,2.41
menospreciar,3,1.26,3.96,1.97,3.52,1.81
mensaje,6.18,1.87,3.81,2.62,6.78,2.21
mensajero,5.5,1.5,3.67,1.77,5.79,2.13
mensajero,5.65,1.31,4.57,2.23,5.65,2.13
menstrual,2.79,2.04,4.3,2.38,3.37,1.83
mensual,5.32,1.95,3.5,1.74,4.67,2.2
menta,6.55,1.54,4.9,2.43,6.62,1.75
menta,7,1.68,3.19,1.97,5.09,1.9
menta,6.84,2.03,4.52,2.32,6.05,1.84
mental,4.58,1.68,3.68,2.21,5.48,1.86
mentalidad,4.76,1.34,4.62,2.04,6.24,2.13
mente,6.7,1.6,5.05,2.26,6.09,2.14
mentecato,6.71,1.55,5.05,1.83,5.72,2.21
mentira,3.15,1.18,5.6,1.89,4.68,2.73
mentira,2.39,1.43,4.81,2.8,4.72,2.91
mentiroso,2.41,2.15,6.6,2.46,4.74,2.77
mentol,4.9,1.74,2.9,1.8,5.45,1.87
mentor,7.05,1.81,3.5,1.79,6.6,2.04
menú,6.3,1.34,4.17,2.42,6.29,2.15
mercado,6.21,1.68,3.55,2.18,5.77,2.24
mercado,6.25,1.52,4.32,2.08,5.81,2.02
mercado,5.32,1.34,3.55,2.09,5.24,1.95
mercancía,5.86,1.39,3.75,2.05,5.38,2.2
mercancías,5.21,1.32,3.78,2.34,4.76,2.41
mercenario,3.89,2.21,5.14,3.04,4.29,2.35
mercurio,5.67,1.85,4.8,2.69,3.96,1.86
merecedora,6.7,1.56,4.35,2.19,7.17,1.53
merecer,6.77,2.02,4.5,1.88,6.32,2.36
merengue,6.47,2.17,3.45,2.52,5.13,2.16
merengue,6.57,1.8,4.04,2.67,5.16,2.14
mérito,6.94,1.55,3.16,2.83,5.88,2.01
mermelada,5.81,2.62,3.95,2.44,5.89,2.56
mermelada,5.95,1.22,3.95,2.65,5.15,2.28
mero,4.68,1.49,3.71,2.12,5.21,1.32
merodeador,2.84,1.8,5.48,2.8,3.4,1.96
mesa,5.49,1.34,3,2.02,5.84,1.64
mesa café,5.86,1.58,3.72,2.44,5.29,1.49
mesa final,5.25,1.21,2.7,2.03,4.9,1.7
mescalina,5,1.97,4.65,3.1,4.6,2.09
meses,5.78,1.59,3.64,2.16,5.05,2.42
meseta,5.84,1.5,3.68,2.25,5.63,1.57
mesías,6.67,2.47,3.75,2.65,3.71,1.97
mesita noche,5.62,1.4,4.04,1.73,5.68,2.48
mestizo,3.47,2.06,4.5,2.35,3.46,1.59
meta,6.79,1.62,4.67,2.5,6.57,1.7
metabólico,5.11,1.45,4.67,1.98,5,1.65
metabolismo,5.4,2.21,4.17,2.26,4.36,2.3
metadona,3.05,1.22,3.76,2.86,4.48,2.65
metafísico,5.48,1.78,4,2.76,5.37,2.2
metáfora,6.11,1.2,4.14,2.48,5.36,2.18
metal,5.05,1.34,3.48,2.09,6.54,1.98
metal pesado,4.61,2.25,4.86,2.87,5.35,2.62
metálico,5.26,1.45,4.32,2.33,5.17,1.99
metamorfosis,5.25,1.62,4.27,2.45,5.11,2.81
metanfetamina,2.55,1.82,4.43,3.09,3.12,2.57
metano,3.48,1.72,3.73,2.27,4.37,2.15
metedura pata,5.33,2.5,5.15,2.16,4.8,2.04
meteorito,7.25,1.52,6.37,2.59,3.49,2.45
meteoro,5.1,1.58,5.62,2.2,3.92,2.78
meteorólogo,4.63,1.34,2.89,1.88,4.88,2.29
meticuloso,5.14,1.68,4.8,2.29,5.36,2.17
metódico,5.11,1.97,3.76,2.3,5.43,1.85
método,5.2,1.32,4.17,2.55,6.13,2.24
metodología,4.84,2.12,3.41,2.38,5.48,2.24
metralla,3.6,1.85,4.96,2.36,3.43,2.38
métrico,4.95,1.43,3.67,2.15,5.13,1.36
metro,5.44,2.12,4.41,2.7,4.68,1.78
metrópoli,4.95,1.96,4.95,2.48,5.6,2.4
metropolitano,5.84,1.89,4.91,2.23,5.42,2.29
mezcla,5.63,1.38,3.48,1.75,5.36,1.94
mezcla,5.52,1.78,4.16,2.36,5.63,1.95
mezcla,6.6,1.73,4.48,2,5.95,1.8
mezcla,5.9,1.3,3.52,2.42,6,1.97
mezclador,4.9,1.52,4.17,2.53,5.18,1.94
mezclar,5.71,1.23,2.86,2.06,5.56,2.06
mezclarse,5.21,2.44,4.41,2.97,5.36,1.85
mezclilla,6,1.63,3.67,2.18,5.76,2.14
mezquindad,3.09,1.69,5.19,2.77,5.09,2.79
mezquino,4.4,2.46,4.45,1.96,4.67,2.56
mezquita,4.11,1.91,3,2.55,4.04,1.88
micción,3.62,1.94,4.4,2.52,5,2.52
micro,5.5,1.15,3.48,2.27,4.36,2.41
microbús,4.89,1.41,3.56,1.89,4.53,2.18
microchip,5.6,1.73,3.52,2.34,5.24,2.3
microfilm,5.53,1.58,3.5,2.42,5.33,2.3
micrófono,5.11,1.49,4.19,2.48,5.35,2.64
microonda,5.25,1.59,4,2.47,5.6,2.21
microscópico,5.24,1.73,3.86,2.46,5.33,2.06
microscopio,6.33,1.37,4,2.56,5.05,2.09
miedo,2.93,1.79,6.14,2.76,3.32,2.44
miedoso,5.85,1.9,4.9,2.7,5.4,2.33
miembro,4.42,1.3,2.7,1.81,6.37,2.39
miembro,5.95,1.89,3.47,2.17,6.89,1.85
mientras tanto,4.44,0.86,3.9,2.41,5.26,1.68
mierda,2.33,1.85,7,2.19,3,1.81
mierda,3.44,1.69,4.62,2.36,4.11,1.91
mierda,2.35,1.57,5.26,2.47,3.92,2.13
Mierda,5.23,3.25,7.14,1.98,5.47,2.21
mierda,2.95,2.46,4.17,2.64,5,2.52
mierda,3.95,3.06,5.92,2.87,4.16,2.97
mierda,3.91,2.27,5.67,2.69,4.59,2.27
mierda,2.3,1.56,5.45,2.26,4.1,2.26
miga,5.14,1.31,2.95,1.73,4.62,1.83
mignon,5.57,2.36,3.37,2.43,4.82,2.28
migración,4.52,1.6,3.54,2.37,4.88,2.31
migraña,2.68,1.77,4.96,2.96,3.11,2.25
mil,4.85,1.66,4.05,2.31,5.58,1.96
mil,6.44,2.06,3.5,2.63,6,1.97
milagro,7.3,2.25,5.52,2.79,5.26,2.62
milagroso,6.37,1.71,6.17,2.36,4.38,2.6
milenio,4.85,2.11,4.59,2.09,4.71,2.22
milicia,4.21,2.2,4.36,2.5,4.52,2.56
miligramo,5.28,1.13,3.1,2.29,4.12,1.39
milímetro,4.86,1.28,3.62,2.38,5.75,2.2
militante,3.95,1.5,5.38,2.27,4.4,2.31
militar,4.9,2.34,5.8,2.31,5.89,2.64
millas,4.78,1.8,3.43,2.38,5.33,1.78
millón,7.55,1.79,5.38,2.71,5.82,2.19
millonario,7.32,2.11,6.14,2.95,5.73,2.64
millonésimo,5.42,2.09,4.64,2.28,5,2.2
mimar,7.11,1.33,4.38,1.99,6.18,2.06
mimbre,4.79,1.36,3.06,1.76,4.76,2.19
mimo,4.58,1.61,2.81,2.2,4.85,1.39
minar,3.05,1.47,4.21,2.35,4.6,2.6
mineral,6.05,2.12,2.86,2.61,4.67,1.92
mineral,5.78,1.66,2.85,1.93,4.92,2.02
minería,4.5,1.71,4.57,2.78,5.53,2.01
minero,4.81,1.44,4.05,1.84,4.67,2.06
Mini,5.86,1.68,3,2.18,5.16,2.09
miniatura,6.11,1.24,3.95,2.06,4.39,2.15
minimizar,5.16,1.8,4.19,2.11,5.45,2.3
mínimo,4.62,1.75,3.41,2.06,4.67,1.91
mínimo,4.8,1.51,3.27,1.67,5.22,1.73
minino,5.26,2.51,4,2.81,4.75,2.23
ministerio,5.08,2.04,3.85,2.96,4.5,2.48
ministro,5,1.84,3.85,2.94,5.65,1.93
minivan,4.4,1.19,2.95,2.36,5.92,2.5
minoría,4.75,1.12,3.1,1.84,4.88,2.55
minucioso,6.15,1.87,3.3,2.14,7.28,1.59
minusválido,3.04,1.46,3.95,2.52,3.45,1.93
Minx,6.63,1.61,3.95,2.36,4.78,2.3
miope,4.5,1.57,3.83,1.77,3.9,1.89
Mira,5.95,1.68,3.76,2.64,5.88,1.67
mirada,6.15,1.27,4.15,2.21,6.35,1.87
mirada,5.71,1.65,2.63,1.61,5.48,1.69
mirador,6.52,1.5,3.5,2.7,5.3,2.34
mirar,5.64,2.04,4.05,2.06,6.05,2.26
mirar,4.45,1.61,4.68,2.42,6.38,1.91
mirar,5.45,1.68,3.37,2.04,6.55,2.16
miríada,5.52,1.63,3.52,2.09,5.41,1.44
mirilla,4.29,2.15,5.39,2.5,4.81,2.96
mirlo,5.62,1.99,3.5,2.28,5.04,2.24
mirón,2.89,1.63,5.41,2.38,4.41,1.84
miserable,2.6,1.9,5.06,3.04,3.86,2.12
miserable,2.57,1.36,3.8,2.4,3.79,2.2
miseria,2.2,1.59,4.82,2.64,3.8,2.34
misericordia,6.4,2.16,3.67,2.45,5.55,2.3
misericordioso,7,2,4.22,2.13,6.75,1.94
misil,2.85,1.6,5.67,2.61,4.2,2.6
misión,6.39,1.69,5.52,2.54,4.89,2.85
misionero,5.33,1.98,4.24,1.67,5.6,2.18
misiones,5.39,1.56,4.45,2.42,6,2.49
misplace,3.15,1.42,4.83,2.23,4.14,2.39
misread,3.59,1.76,3.79,2.1,3.33,1.56
misterio,5.29,2.03,5.04,2.6,4.33,2.45
misterio,6.52,1.08,5.67,2.52,5.32,1.94
misterioso,3.4,1.82,5.57,1.99,3.91,2.29
misterioso,6.05,1.32,5.45,2.04,4.76,2.23
misterioso,5,1.34,4.71,2.15,5.03,2.14
misticismo,6,1.86,4.29,2.53,4.58,2.22
místico,6.12,2.16,4.52,2.34,4.7,2.19
místico,6.57,1.89,5.04,2.61,5.79,1.96
mistificada,6.05,1.96,5.8,2.33,4.67,2.46
mitad período,4.14,2.19,4.82,2.68,4.28,1.99
mítico,6.11,2.05,5.1,2.43,4.91,2
mitigar,5.38,1.91,3.9,2.2,5.86,2.2
mitin,4.71,1.93,5.35,2.71,5.62,2.11
mito,6.11,2.02,4,2.53,5.38,2.09
mitología,6.1,1.77,4.27,2.53,4.81,1.94
mitón,5.48,2.06,2.75,1.74,5,2.19
mitón,5.6,1.85,2.33,1.74,5.91,1.83
mitra,4.53,1.35,3.05,1.8,4.4,1.76
mitzvah,4.47,1.54,4.22,1.99,5.06,2.63
mnemotécnico,5.1,1.21,3.45,2.09,5.32,1.84
moca,6.53,1.87,3.36,2.54,5.61,1.99
mocasín,4.05,1.56,3.63,2.24,5.05,2.5
mochila,6.05,1.87,3.68,2.38,6.5,1.84
mochila,5.3,1.45,3.86,2.4,5.5,2.47
moco,3.25,1.8,3.8,2.07,4.33,1.68
moco,2.84,1.34,4.17,2.14,4.16,1.81
moco,3.55,1.67,4.14,2.23,4.79,2.57
mocoso,2.67,1.57,4.67,2.01,4.61,2.55
mocoso,2.85,1.53,4.52,2.09,3.91,2.02
mod,5.57,1.8,3.65,2.6,4.81,1.98
moda,4.55,1.85,3.83,2.12,4.71,2.58
moda,5.26,2.45,5.25,2.71,5.6,2.22
moda,7.33,1.43,4.05,2.65,5.68,2.44
moda,4.95,2.3,4.23,2.35,5.83,2.52
modelado,5.67,1.93,3.92,2.76,4.65,2.01
modelo,6.38,1.99,3.9,2.61,6.53,2.61
modelo,4.89,1.33,2.73,1.93,4.68,2.53
modelo,5.45,0.83,3.46,2.11,4.86,2.24
módem,5.29,1.68,3.55,2.11,4.5,2.48
moderación,5.3,1.42,3.67,1.88,5.44,2.38
moderado,5.52,1.17,4,2.41,5.53,1.75
moderno,6.05,1.73,5.4,2.28,5.31,2.05
modestia,6.19,1.94,4.41,2.2,5.81,2.52
modesto,6.42,1.47,2.93,1.69,7.05,1.99
modificación,5.05,1.72,4.1,2.05,6.62,2.09
modificar,5.1,1.62,3.78,1.8,6.43,2.46
modista,6.85,1.76,3.05,2.6,5.52,2.24
modo,5.25,1.62,3.43,1.7,6.1,1.74
módulo,4.9,1.26,4.33,2.22,5.41,2.38
mofa,2.95,1.63,4.48,2.63,4.11,2.72
moho,2.61,1.46,4.14,2.73,4.19,2.27
mohoso,1.95,0.94,4.35,2.29,4.29,1.82
mojado,5.64,2.26,5,2.71,6.11,2.66
mojigato,3.86,1.62,3.29,1.68,4.55,1.7
mojigato,3.17,1.62,3.32,2.03,4.12,2.07
mojigato,4.37,1.64,4.9,2.51,5.09,2.15
molar,4.73,1.35,3.54,2.18,5.12,2.07
molde,2.71,1.58,3.77,2.29,4.5,2.42
molde,3.57,1.66,3.35,2.4,5.28,2.42
molécula,5.37,1.86,3.7,2.75,4.75,2.31
molecular,5.5,1.5,3.52,2.16,5.14,2.15
molestar,2.49,1.42,5.04,2.4,4.64,2.28
molestar,4.44,2.41,4.2,2.67,4.22,2.24
molestar,1.89,1.85,6.43,2.6,2.57,1.88
molestar,3.26,1.45,5.18,2.3,4.04,2.18
molestia,2.95,1.23,4.1,2.59,3.45,1.87
molestia,2.95,1.63,3.83,2.33,4.83,2.46
molestia,3,1.96,4.7,2.48,3.79,2.07
molesto,2.8,1.2,5.29,2.53,4.08,2.64
molesto,3,1.71,5.55,2.04,3.28,1.28
molesto,2.74,1.19,4.85,2.66,5.05,2.19
molesto,2.45,1.05,4.49,2.67,4.3,2.51
molino,5.39,1.54,2.21,1.75,4.76,1.54
molino,6.17,1.95,3.52,2.35,6.15,1.64
molleja,3.86,1.93,3.86,2.32,5.05,2.07
momentáneo,4.95,1.62,3.73,2.05,4.8,2.42
momento,5.5,1.47,3.76,2.64,4.17,2.28
momento,6.1,1.55,4.05,2.33,6,1.53
momia,4.81,2.48,3.75,2.12,4.4,1.98
monaguillo,4.76,1.41,3.11,2.13,4.62,2.6
monarca,4.33,1.83,3.41,2.09,3.78,2.39
monarquía,3.29,1.65,3.7,2.83,4.04,2.13
monasterio,4.75,1.77,2.5,1.58,4.59,2.32
mondadientes,4.89,1.05,3.33,2.39,5.96,2.3
moneda,6.55,1.34,3.13,2.2,6.24,2.11
moneda,5.9,1.87,4.05,2.62,5.3,2.57
moneda diez centavos,5.58,1.89,3.52,2.34,5.32,2.79
monetario,6.32,1.49,4.46,2.55,5.62,2.04
mongoloide,4.23,2.11,4.28,2.32,3.79,2.34
monitor,5.05,1.43,3.86,2.46,5.81,2.48
monja,5.79,2.53,2.43,1.88,4.53,2.71
monje,4.9,1.73,2.61,1.53,5.04,2.13
mono,5.21,1.72,4.25,2.73,5.38,2.28
mono,5.82,2.13,5.15,2.5,5.74,2.7
mono,3.85,1.63,3,1.94,4.88,2.51
monogamia,6.43,2.01,3.48,2.11,5.57,2.4
monógamo,7.05,1.72,4.4,2.38,7,2.05
monolito,5.24,1.14,3.57,2.04,4.32,2.5
monólogo,5.43,1.83,3.05,1.59,4.67,2.22
monopolio,5.29,2.28,4.83,2.27,6.14,2.59
monótono,2.76,1.26,2.35,1.57,4.77,2.6
monótono,4.24,1.22,2.64,1.47,3.81,1.33
monótono,3.05,1.36,2.68,1.86,4.55,2.2
monóxido,3,1.52,4.55,2.6,4.85,2.25
monsieur,5.5,1.01,3.3,2.05,5.89,2.45
monstruo,3.73,2.07,6.3,2.75,5.11,2.77
monstruo,2.55,1.9,5.55,2.95,5,3.02
monstruosidad,3.84,2.22,5.83,2.55,4.21,2.5
monstruoso,3.71,1.82,5.12,2.36,4.86,2.23
monstruoso,3.43,1.91,5.9,2.14,3.86,2.33
montacargas,5,1.38,4.79,1.84,4.67,2.42
montaje,5.47,1.43,3.95,2.72,4.82,1.79
montaje,5.48,1.72,4.85,2.13,5.76,2.19
montaña,5.48,1.33,3.39,2.41,5.12,1.03
montaña,6.65,1.77,4.12,2.5,6.18,2.58
Montaña rusa,6.75,2.01,6.64,2.75,3.78,2.71
montañoso,5.7,1.42,3.43,2.2,4.81,1.83
montar,5.14,1.82,3.52,2.39,6.28,2.32
montar a horcajadas,5.62,1.43,5,2.54,5.15,2.2
monte,5.38,1.28,4.09,2.67,5.63,2.1
montículo,5.43,1.5,3.63,2.59,5.5,2.3
monto,5.42,0.61,3.53,1.98,5.39,2.13
montón,4.38,1.24,3.42,2.69,5.39,2.25
montón,5.33,1.24,3.33,1.88,5.86,1.77
montones,5.74,1.94,5.09,2.58,5.35,2.58
monumental,5.74,1.59,5.24,2.32,6.06,2.16
monumento,6.24,1.41,2.82,1.79,5.45,1.54
monzón,2.85,1.73,4.5,2.18,3.09,1.63
moonwalk,6.18,1.59,5.15,2.54,6.08,1.93
moquea,4.14,1.46,3.81,2.11,4.23,2.02
Mora,6.63,1.8,3.24,2.66,5.45,2.04
morada,5.28,1.27,2.9,1.89,5.05,2.44
morado,5.6,1.5,4.05,2.61,5.85,2.49
moral,6.85,1.86,3.73,2.39,6.31,2.48
moral,5.95,1.85,4.1,2.36,6.23,1.8
moralidad,6.48,1.81,4.76,2.3,6.5,2.2
Moray,4.74,0.45,4.45,2.04,5.24,1.73
mórbido,2.73,1.67,5.29,2.65,4.49,2.69
mordaz,3.75,1.52,5.1,2.29,4.58,2.23
mordaza,4.43,2.09,3.59,2.2,3.81,2.08
mordedor,3.59,1.87,5.27,2.01,4.5,2.13
morder,3.52,2.09,5.1,2.31,6.58,2.14
mordisco,6.3,1.26,3.96,2.18,6.05,2.09
morena,6.35,2.13,4.15,2.64,5.36,2.25
morera,5.74,1.45,2.75,1.71,5.43,1.5
moretones,3.42,2.14,4.96,2.29,4.21,1.87
morfina,4.58,2.27,5.14,3,4.57,2.35
morgue,1.79,1.18,3.48,2.62,3.32,2.23
morir,1.67,1.65,6.9,2.21,3.28,2.52
morir hambre,2.53,1.02,4,2.59,3.12,1.9
morph,5.5,1.5,5.19,2.32,4.65,1.99
morsa,5.79,1.47,3.95,1.96,5.23,2.27
mortal,1.9,1.17,5.04,2.75,3.73,2.33
mortal,1.95,1.18,6.05,2.33,2.95,2.26
mortal,4.39,2,3.55,2.04,3.88,2.09
mortalidad,5.15,2.46,6.9,1.74,3.58,2.18
mortero,4.14,2.06,4.37,2.83,4.94,2.25
mortuorio,2.21,1.55,3.59,2.42,3.91,2.62
mosaico,6.33,1.49,3.7,2.22,5.19,1.74
mosca,6.06,2.65,4.9,2.41,5.28,2.8
mosquete,4.13,1.71,4,2.74,4.64,2.04
mosquetero,4.76,1.95,4.71,2.45,4.96,2.01
mosquito,3.43,1.5,2.75,2.27,3.65,1.87
mosquito,3.12,2.08,5.17,2.64,3.88,2.68
mostaza,4.74,1.41,3.39,2,5.69,2.63
mostrador,5.22,1,2.47,1.95,5.16,1.46
mota,4.33,1.2,3.95,2.35,4.41,2.24
moteado,5.78,1.31,4.45,2.67,5.64,1.65
motel,5.3,1.49,3.55,2.35,4.52,1.83
motín,4.2,1.91,5.18,2.32,4.56,2.22
motivación,6.24,2.05,4.73,2.6,6.35,1.69
motivacional,6.76,1.76,6.37,2.31,7.14,1.62
motivar,6.05,2.53,5.09,2.45,7.22,1.91
motivo,5.27,1.55,4.24,2.49,6.42,1.86
motivo,5.32,1.55,4.86,2.57,6.2,2.42
motivo,5.28,1.71,3.2,2.12,5.17,1.76
moto,5.95,2.42,5.68,2.73,5.58,2.16
motocicleta,5.8,1.36,5.8,2.76,5.55,2.58
motor,5.48,1.74,3.89,1.97,5.36,1.89
motor,5.64,1.81,5.42,1.74,5.5,2.24
motor,4.55,1.36,3.82,2.01,5.42,2.5
motor arranque,5.71,1.52,4,2.3,5.58,1.75
motosierra,4,1.87,5.15,2.96,5.03,2.16
mousse,6,0.92,3.19,1.86,6.04,2.03
mover un tirón,5.33,1.33,3.95,2.09,5,1.73
móvil,5.81,1.12,3.76,1.76,5.9,2.05
movilidad,5.53,2.04,4.7,2.1,7.11,2.11
movilizar,5.95,1.83,4.56,1.87,6.18,2.34
movimiento,5.8,1.47,4.71,2.31,6.15,2.12
movimiento,4.95,1.86,4.24,2.45,5.12,2.32
movimiento,6.58,1.3,4,2.14,5.96,2.25
movimiento piernas,3.48,1.47,4.3,1.92,5.05,2.06
moxie,6.1,1.45,3.78,1.99,5.79,2.59
moza,4.52,2.21,4.06,1.92,3.91,1.9
mozo,4.71,1.76,3.91,2.09,4.57,1.75
mozzarella,7.19,1.97,4.54,2.49,6.29,2.46
mu,5.48,1.4,3.95,2.19,5.18,1.59
muchacha,5.42,1.71,4.24,1.95,5.75,2.03
muchacho,6.19,1.57,3.6,2.56,5,2.2
muchacho,5.5,1.3,4.32,1.83,5,1.67
mucoso,2.95,1.73,3.83,2.32,4.41,2.32
mudo,3.95,1.47,2.45,1.88,4.18,2.24
mudo,4.53,2.27,3.45,1.82,4.45,2.56
muebles,6.25,1.41,3.22,1.77,6.43,1.72
muebles,5.79,0.92,3.05,1.75,5.43,2.15
muelle,5.05,1.51,3.44,2.45,5.88,1.93
muelle,5.86,1.56,3.75,2.24,6.14,2.5
muelle,5.24,1.55,3.65,1.9,5.62,2.11
muérdago,7.1,1.37,4.77,2.37,6.57,1.86
muerte,1.89,1.24,5.53,2.62,3.42,2.36
muerto,2.02,1.39,3.91,2.15,2.66,2.22
muertos vivientes,3.64,2.57,5.27,2.27,5,2.38
muesca,5.32,1.57,2.95,2.01,4.8,1.73
muesca,5.2,1.51,4.1,2.21,5.12,2.42
muestra,5.76,1.45,2.87,1.94,5.71,1.99
muffin,7.1,1.62,4.05,2.82,6.29,2.2
mugre,3.62,2.16,3.8,2.42,4.21,2.07
mugriento,3.63,2.06,4.4,2.74,4.08,2
mujer,7.09,1.44,3.8,2.4,5.93,1.91
mujer negocios,6.1,1.17,4.24,2.32,5.2,2.38
mujer policía,5.05,2.57,3.92,2.52,5.12,2.23
mujeriego,3.32,2.21,4.86,3.17,4.53,2.55
mujerzuela,3.95,1.94,4.89,1.94,4.38,2.54
mula,4.26,1.48,2.78,1.66,4.5,2.37
muleta,3.64,1.36,3.67,2.2,4.08,2.43
muletón,4.9,0.94,3.5,1.96,5.83,2.3
mullido,7.11,1.29,3.45,2.11,6.11,1.66
multa,6.5,1.41,3.86,2.43,5.78,2.05
multicine,5.09,1.85,4.95,2.3,5.45,2.04
multimedia,6.53,1.68,4.8,2.63,5.9,2.38
multimillonario,6,2.45,6.75,2.4,6.36,2.57
multinacional,5.3,1.56,3.94,2.55,5.33,1.65
múltiple,5,1.61,4,2.03,5.64,1.62
multiplicar,5.43,1.69,4.39,1.95,5.48,2.18
multitud,4.48,2.44,5.15,2.32,5.21,3.29
multitud,5,1.56,4.09,2.16,5.16,2.06
Mumbo,4.76,1.87,5.1,1.33,4.75,2.29
Munch,6.32,1.53,3.62,1.96,6.14,1.73
munchkin,6.95,1.81,4.27,2.25,4.13,2.22
mundano,3.63,1.3,2.76,1.79,4,1.92
mundano,5.62,2.09,3.36,2.24,6.56,2.39
mundo,6.46,1.57,4.55,2.3,5.12,2.47
mundo despectáculo,5.52,1.33,6.05,2.54,5.24,2.26
muñeca,5.88,1.57,3.51,2.25,5.66,2.05
muñeca,5.06,2.34,3.27,1.91,5.26,1.98
Muñeca barbie,5.23,2,3.96,2.46,5.58,1.87
muñeco nieve,7,1.94,3.76,2.59,5,2.3
munición,4.18,2.24,5.53,2.34,5.52,2.42
municiones,4.59,2.5,5.7,2.27,5.95,2.61
municiones,4.52,1.83,2.84,1.86,5.09,2.49
municipal,4.89,1.49,3.05,2.31,4.92,2.32
municipio,5.35,1.42,2.9,1.97,5.33,2.27
mural,6.67,1.24,3.4,2.24,5.95,1.68
muralla,5,1.57,3.95,2.34,5.15,2.18
murciélago,4.81,2.11,4.57,2.52,4.29,2.33
murmullo,4.57,1.43,4.08,1.58,4.36,1.89
murmullo,4.4,0.82,3.67,2.06,5.57,1.72
musa,6.3,1.08,4.75,2.63,6.12,1.53
musaraña,3.83,1.76,3.87,2.07,4.48,2.46
muscular,6.32,1.85,4.98,2.48,6.52,2.03
músculo,6.15,1.35,4.55,2.46,6.81,1.71
museo,6.67,1.59,3.74,2.58,5.4,2.06
música,7.67,1.82,5.57,3.09,6.5,2.25
música pop,6.05,1.73,4.45,2.24,5.68,1.89
musical,7.68,1.21,5.63,2.61,5.43,2.48
músico,6.79,1.55,5.52,2.02,5.7,2.24
muslo,5.22,1.68,5.32,2.54,5.73,1.61
mustango,6.32,1.97,6.14,2.83,6,2.21
mutación,4.14,1.9,4.56,2.83,4.16,2.21
mutante,5.06,1.95,4.61,2.64,4.53,2.29
mutar,4.16,2.14,5.88,2.27,4.04,2.12
